台灣新聞,#genre# 
八大綜合,http://192.200.120.82:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
八大第一,vjms://58.215.133.185:8500:3502/live/cid=441 
JET綜合,P2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts 
JET綜合,p8p://0198.02686.cc:16871/5d1a69a7000abe1711bdac390219d138.ts 
三立綜合台,p8p://0198.02686.cc:16871/5d1a69fa0007d2f011beefb295d4d371.ts 
壹綜合,p8p://0198.02686.cc:16871/5d1a69b70007631411bde9dd9eaae997.ts 
星空衛視,rtmp://58.200.131.2:1935/livetv/startv 
星衛娛樂,p2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5 
東森超視,p2p://190.2.146.92:18912/5c72487c000667911d52abe7044c2b21.ts 
反饋交流群,https://www.bbsok.cf/wp- content/uploads/2019/12/video_2019-12-23_13-03-01.mp4 
台灣體育,#genre# 
FOXSPORT-3,vjms://58.215.133.185：8500：3502/live/cid = 95
FOX2,vjms://58.215.133.185：8500：3502/live/cid = 444 
FOX3,vjms://58.215.133.185：8500：3502/live/cid = 95 
ELTA體育高清,vjms://58.215.133.185： 8500：3502/live/cid = 266 
ELTA體育高清,vjms://23.237.33.155：8500：3502/live/cid = 266 
ELTA體育2,P2p://51.79.41.138:18912/5b1409da0004ba1317d418157a2631bc.ts 
ELTA體育3 ,P2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts 
博斯高球1,vjms://58.215.133.185:8500:3502/live/cid=265 
博斯高球1,vjms://121.14.222.75:8500 :3502/live/cid=265 
博斯高球1,vjms://23.237.33.155:8500:3502/live/cid=265 
博斯高球2,p8p://0198.02686.cc:16871/5d1a69a6000ef72511bda96629eb9aa4.ts 
緯來體育,vjms://58.215.133.185:8500:3502/live/cid=202 
緯來體育,vjms://23.237.33.155:8500:3502/live/cid=202
Z頻道,p8p://0198.02686.cc:16871/5d1a69ac000bbbd711bdc002921c2017.ts 
明星體育,rtmp://58.200.131.2：1935/livetv/starsports 
台灣育樂,#genre# 
國家地理野生,vjms://58.215.133.185:8500:3502/live/cid=263 
國家地理野生,vjms://23.237.33.155:8500:3502/live/cid=263 
國家地理,rtmp://58.200.131.2:1935/livetv/natlgeo 
國家地理,vjms://58.215.133.185:8500:3502/live/cid=115 
國家地理,vjms://23.237.33.155:8500:3502/live/cid=115 
探索頻道,rtmp://58.200.131.2:1935/livetv/discovery 
探索亞洲,vjms://58.215.133.185:8500:3502/live/cid=440 
探索亞洲,vjms://23.237.33.155:8500:3502/live/cid=440 
探索科學,vjms://58.215.133.185:8500:3502/live/cid=457 
探索科學,vjms://23.237.33.155:8500:3502/live/cid=457 
動物星球,vjms://58.215.133.185:8500:3502/live/cid=3
動物星球,http://cdn.5itv.tv//ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8 
動物星球,p8p://0198.02686.cc:16871/5d1a69da000a2acf11be734ba3f44eda.ts 
動物星球,vjms://23.237.33.155:8500:3502/live/cid=3 
TLC旅游生活,vjms://58.215.133.185:8500:3502/live/cid=103 
TLC旅游生活,vjms://23.237.33.155:8500:3502/live/cid=103 
亞洲旅遊台HD,p8p://0198.02686.cc:16871/5d1a69b100010db711bdd0ce73edfa51.ts 
年代MUCH,vjms://58.215.133.185：8500：3502/live/cid = 439 
年代MUCH,vjms://23.237.33.155：8500：3502/live/cid = 439 
美食星球,p8p://0198.02686.cc:16871/5d1a69cf0001415211be460bf6630f93.ts 
SMART,p8p://0198.02686.cc：16871/5d1a69a9000d171211bdb4a3d225e7dd.ts 
MTV,vjms://58.215.133.185：8500：3502/live/cid = 52
FTV,vjms://58.215.133.185：8500：3502/live/cid = 399 
時尚,https://bozztv.com/36bay2/gin/giniko_modelinc_2000kb_36bay2/tracks-v1a1/mono.m3u8 
TV5MONDE,vjms://58.215.133.185：8500：3502/live/cid = 396 
TV5MONDE,vjms://23.237.33.155：8500：3502/live/cid = 396 
星際世界,p8p://0198.02686.cc：16871/5d1a69aa0008eaab11bdb77907881e7a.ts 
頻道[V] ,rtmp://58.200.131.2：1935/livetv/channelv 
反饋交流群,https://www.bbsok.cf/wp-content/uploads/2019/12/video_2019-12-23_13-03-01.mp4 
輪播頻道,#genre# 
BesTV鼎級,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000142
靚妝高清,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000127 
科幻電影,http://aldirect.hls.huya.com/huyalive/28466698 -2689656864-11551988268341919744-2847699194-10057-A-0-1_1200.m3u8 
好萊塢電影,http://aldirect.hls.huya.com/huyalive/30765679-2484192572-10669525853706125312-2847687498-10057-A-0-1_1200.m3u8 
怪物科幻,http://js.hls.huya.com/huyalive/30765679-2478268764-10644083292078342144-2847699106-10057-A-0-1_1200.m3u8 
漫威電影,http://aldirect.hls.huya.com/huyalive/30765679-2504742278-10757786168918540288-3049003128-10057-A-0-1_1200.m3u8
災難電影,http://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8 
喪屍電影,http://tx.hls.huya.com/huyalive/29106097-2689286606-11550398022340837376-2789274544-10057-A-0-1.m3u8 
動漫大電影,http://tx.hls.huya.com/huyalive/28466698-2689661530-11552008308659322880-3049003102-10057-A-0- 1.m3u8 
亞洲大電影,http://tx.hls.huya.com/huyalive/30765679-2554414680-10971127511022305280-3048991634-10057-A-0-1.m3u8 
亞洲好電影,http://tx.hls.huya.com/huyalive/30765679-2554414705-10971127618396487680-3048991636-10057-A-0-1.m3u8 
好萊塢片,http://cibn.peoplevideo.cn/hls/vCIBNHLWPD/1800/vCIBNHLWPD.m3u8?wsSecret=771e13c21abf2b58b4c375b614f113f4 
院線大片,http://cibn.peoplevideo.cn/hls/vCIBNHYPD/1800/vCIBNHYPD.m3u8?wsSecret=771e13c21abf2b58b4c375b614f113f4
電影綜合,http://cinb1.peoplevideo.cn/hls/vCIBNDYPD/1800/vCIBNDYPD.m3u8?wsSecret=6bf1094344cdd96542103b7ead60c664 
電影導視,http://cinb1.peoplevideo.cn/hls/vCIBNDYDS/1800/vCIBNDYDS.m3u8? wsSecret=6bf1094344cdd96542103b7ead60c664 
精品影院,http://cinb1.peoplevideo.cn/hls/vCIBNJPYY/1800/vCIBNJPYY.m3u8?wsSecret=6bf1094344cdd96542103b7ead60c664 
流金歲月,http://cibn.peoplevideo.cn/hls/vCIBNSCPD/1800/vCIBNSCPD.m3u8?wsSecret=5f38811d672214110f110816440adbdb 
情感影院,http://cinb1.peoplevideo.cn/hls/vCIBNQGYY/1800/vCIBNQGYY.m3u8?wsSecret=6bf1094344cdd96542103b7ead60c664 
喜劇影院,http://cinb1.peoplevideo.cn/hls/vCIBNHSYX/1800/vCIBNHSYX.m3u8?wsSecret=6bf1094344cdd96542103b7ead60c664 
古裝劇場,http://cinb1.peoplevideo.cn/hls/vCIBNZYPD/1800/vCIBNZYPD.m3u8?wsSecret=6bf1094344cdd96542103b7ead60c664
驕陽劇場,http://cinb1.peoplevideo.cn/hls/vCIBNJDJC/1800/vCIBNJDJC.m3u8?wsSecret=6bf1094344cdd96542103b7ead60c664 
DOX院線,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id= 8a7d213b10550559a073db188d08d5f7 
DOX雅趣,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=98a5538384f14ca487ca96786a441bbe 
DOX新知,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=8df92ef18e714e80bc302723d5e933ee 
DOX新藝,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=3fec5428637fe3d00cea8deb981ca71c 
DOX怡家,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=9c6e3fd0b37dd8b7e4bc1f06c44cb6cf 
DOX英倫,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=21e5f6a02640bf440df4c079b4c3ad23 
DOX電影,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=e16878a022c216b17975299a9ac369dc
DOX美劇,http://yeyuaihao.gz01.bdysite.com/dl/gzyx.php?id=1c639fe68ed5de6804966813425bdccd 
反饋交流群,https://www.bbsok.cf/wp-content/uploads/2019/12/video_2019- 12-23_13-03-01.mp4 

親子卡通,#genre# 
迪斯尼,vjms://58.215.133.185:8500:3502/live/cid=361 
迪斯尼,vjms://23.237.33.155:8500:3502/live/cid=361 
CN卡通,p8p://0198.02686.cc:16871/5d1a69b3000e2d1e11bddbfa8c491af8.ts 
CN卡通,vjms://23.237.33.155:8500:3502/live/cid=422 
東森幼幼,p8p://0198.02686.cc :16871/5d416a580007131b7660d3322e8b0a5f.ts 
東森幼幼,vjms://23.237.33.155:8500:3502/live/cid=344 
BabyFirst,http://ms003.happytv.com.tw/live/F9YMztT5DcwWEr1f/index.m3u8 
MOMO親子台,P2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
MOMO親子台,p2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55 
迪士尼,P2p://51.79.41.138：18912/5b1409f30004f6ec17d479cd524c4642.ts 
台灣測試,#genre# 
東森超視,p2p://190.2.146.92:18912/5c72487c000667911d52abe7044c2b21.ts 
三立台灣,p2p://190.2.146.92:18912/5c72486a000b11721d5266cf1bf84bce.ts 
TVBS?精彩台,p2p://190.2.146.92:18912/5bdbf3b20000e966d2177540400d0818.ts 

民視,p2p://190.2.146.92:18912/5c72483f0003db4b1d51bcf349367c26.ts 
華視,p2p://190.2.146.92:18912/5c2dd7470006324111f874bf40a40dd0.ts 
華視,p2p://190.2.146.92:18912/5b140968000d4f3517d25cf83e1e0c9f.ts 
華視,p2p://190.2.146.92：18912/5c72484f000e498b1d51fe2201d92dd3.ts
中視,p2p://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts 
衛視電影,p2p://190.2.146.92:18912/5c7249cf00095b611d57d8da587f1c48.ts 
中天亞洲,p2p ://190.2.146.92:18912/5c724839000d2f361d51a7e41eb00016.ts 
亞洲旅遊,p2p://190.2.146.92:18912/5c724854000188081d520e6e279b2446.ts 
美亞電影,p2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts 
東森幼幼,p2p://190.2.146.92:18912/5c724866000564111d5255b84de26a1c.ts
東森電影,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts 
東森戲劇,p2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts 
緯來電影,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts 
緯來戲劇,p2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts 
HBO HD,p2p://190.2.146.92：18912/5c7249dd000ca2101d58106551ff3ed4.ts 
國家地理野生,p2p://190.2.146.92:18912/5c7249fb000db88c1d5885e333974925.ts 
星衛娛樂,p2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5.ts 
星衛電影,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts 
好萊塢電影,p2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts 
MOMO親子,p2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
迪士尼卡通,p2p://190.2.146.92:18912/5c72485c0008852e1d522f7314a34325.ts 
八大戲劇,p2p://190.2.146.92:18912/5c72488600080edc1d52d364104615a0.ts 
大愛,p2p://190.2.146.92:18912/5c7248470009cd451d51ddb92c7476f0.ts 
JET綜合,p2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts 
霹靂台灣,p2p://190.2.146.92:18912/5c7248580004e26e1d521ee9240c6230.ts 
ELTA體育3 ,p2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts 
東森綜合,p2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts 
TVBS歡樂,p2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts 
精彩4K,#genre# 
BesTV4k,http://117.148.187.37/PLTV/88888888/224/3221226718/index.m3u8 
純享4K,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
CCTV-4K,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/ys4kcq_4000.m3u8 
閉路電視4K,http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000266303.m3u8 
愛上4K,http://1.180.237.9/live.aishang.ctlcdn.com/00000110240282_1/encoder/0/playlist.m3u8 



OTHERS,#genre# 

衛視電影台,http://bddb.228888888.xyz:8081/live/ws101.m3u8 
RHK31,http://bddb.228888888.xyz:8081/live/ws102.m3u8 
FOXHD,http://bddb.228888888.xyz:8081/live/ws104.m3u8
FoxActionMovies,http://bddb.228888888.xyz:8081/live/ws105.m3u8 
FoxFamily,http://bddb.228888888.xyz:8081/live/ws106.m3u8 
FoxCrime,http://bddb.228888888.xyz: 8081/live/ws107.m3u8 
FXHD,http://bddb.228888888.xyz:8081/live/ws108.m3u8 
天映頻道,http://bddb.228888888.xyz:8081/live/ws109.m3u8 
天映經典,http://bddb.228888888.xyz:8081/live/ws110.m3u8 
八大綜合,http://bddb.228888888.xyz:8081/live/ws121.m3u8 
八大第一,http://bddb.228888888.xyz:8081/live/ws122.m3u8 
八大戲劇,http://bddb.228888888.xyz:8081/live/ws123.m3u8 
